Size_Class_Description,id,Street,Establishment_Name,Tel_No,Ward_Name,Mobile_No,ISICLev4,ISICLev4_Description,CPC_Description,CPC_Code,Year_Started,Postal_Address,District_Name,Manufacturing_Classification,Ownership_Description,Subsector,Region_Name,Zone_Name,Employment
Micro,1767,CHIDIDIMO,SOSPETER MSABAHA,Missing,Mtumba,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2008.0,116,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1768,IKULU,SOSPETER MTUNE SENGHANA,752295290,Mtanana,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1769,BWAWANI B,SOSPETER RAMADHANI,753446834,Hombolo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1770,IKULU,SOSPETER SEMENDA,754523149,Mtanana,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1771,MTENDENI,SOUDIS AUTOMETIC BAKERY,762979999,Viwandani,Missing,1071,Manufacture of bakery products,"Crispbread; rusks, toasted bread and similar toasted products",23410,1992.0,3146,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1772,OYSTERBAY,SPERENSIANA JOHN SANDA,754338913,Kiwanja cha Ndege,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2000.0,1489,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1773,UZUNGUNI (NAMANGA),ST GABRIEL TECH SCHOOL,783156716,Makutupora,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2012.0,920,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,2
Small,1774,UZUNGUNI (NAMANGA),ST GABRIEL TECH SCHOOL,Missing,Makutupora,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,1996.0,920,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,1775,DODOMA,STABLE COMPANY LTD,Missing,Majengo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2010.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,1776,MWENGE,STAMIRI ASHERY,759264997,Ipala,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1777,NYERERE,STELA WALESI MSONGA,759201424,Ntyuka,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2005.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1778,CHANGOMBE,STEVEN MWANGA,Missing,Segala,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,1126,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1779,RELINI,STEWART MLAYI,Missing,Kizota,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2005.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Small,1780,KARUME,STIYO FAMILY OIL MILL,767371504,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2012.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,1781,CHILEWA,SUBIRA MATHAYO,758949058,Chang'ombe,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2010.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1782,GODAUNI,SUBIRA SAID,Missing,Mrijo,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2012.0,830,Chemba ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1783,MAJENGO,SUFIAN ABDALLA SANGALI,Missing,Mpwapwa Mjini,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2003.0,133,Mpwapwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Large,1784,ZUZU,SUNSHINE INDUSTRIAL CO.LTD,Missing,Zuzu,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2015.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,100
Micro,1785,NYERERE A,SUZANA ALAN MATEWA,787074848,Makang'wa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,1999.0,Missing,Chamwino ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1786,CAIRO B,SUZANA ALBERT MSELE,Missing,Mvumi Mission,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,23,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1787,SOKONI MAJENGO,SUZANA KALEBI MABWAYI,755677302,Majengo,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1788,SALAMA,SUZANA MILLS,Missing,Kizota,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2000.0,4214,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1789,KARUME,SUZY,718946158,Kibaigwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1790,FATINA LOAD,SWAI,756669837,Majengo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2006.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1791,KISASA,SWALEHE SAID HAMISI JANGUMANI,656271962,Dodoma Makulu,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2013.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1792,VETENARY,SYLVESTER MNYAWAMI,754828581,Mlali,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,37,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1793,MADUKANI,TAASISI YA MSIKITI MKUU SOYA,Missing,Chandama,Missing,3600,"Water collection, treatment and supply","Water distribution through mains, except steam and hot water (on own account)",69210,2012.0,830,Chemba ,"Water supply, sewage, waste management and remediation activities",Private,"Water supply, sewage, waste management and remediation activities",Dodoma,Central zone,2
Micro,1794,KATI,TAITAS MNYAMBWA,718956273,Chitemo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,1795,HAMVU,TAKADIRI POSHO MILLS,755403949,Chang'ombe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,1933,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,1796,KITONGOJI B,TALAKA KONINO,Missing,Churuku,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,180,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1797,NGHORE,TANDA MASHAURI,687783633,Hogoro,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2010.0,43,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Large,1798,Missing,TANESCO DODOMA,713764650,Viwandani,026-2322095,3510,"Electric power generation, transmission and distribution",Electrical energy,17100,2012.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Public,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,100
Small,1799,MJINI MAGHARIBI B,TANESCO LTD,Missing,Kongwa,Missing,3510,"Electric power generation, transmission and distribution",Electrical energy,17100,2000.0,75,Kongwa ,Electrics and Electronic Appliances,Public,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,10
Small,1800,MJI MPYA,TANESCO LTD MPWAPWA,Missing,Mpwapwa Mjini,Missing,3510,"Electric power generation, transmission and distribution",Electrical energy,17100,1987.0,46,Mpwapwa ,Electrics and Electronic Appliances,Public,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,10
Micro,1801,Missing,Tanzania  Development Services ,Missing,Kibaigwa,Missing,2391,Manufacture of refractory products,Refractory product manufacturing services,88532,1982.0,Missing,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,2
Micro,1802,BWAWANI B,TANZANIA & ITAL PEOPLE ORGANIZATION,Missing,Hombolo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2006.0,2123,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1803,BWAWANI B,TANZANIA & ITAL PEOPLE ORGANIZATION,Missing,Hombolo,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,2123,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1804,CHANGOMBE,TANZANIA ASEMBLES OF GOD (TAG),Missing,Godegode,Missing,3600,"Water collection, treatment and supply","Water distribution through mains, except steam and hot water (on own account)",69210,2012.0,182,Mpwapwa ,"Water supply, sewage, waste management and remediation activities",Private,"Water supply, sewage, waste management and remediation activities",Dodoma,Central zone,2
Large,1805,KIZOTA,TANZANIA MEAT BOARD CO.LTD,Missing,Kizota,Missing,1010,Processing and preserving of meat,Meat processing services,88110,2004.0,Missing,Dodoma Mjini,Meat and Meat Products,Public,Manufacturing,Dodoma,Central zone,100
Medium,1806,KIZOTA INDUSTRIAL AREA,TANZANIA MEAT CO. LTD,767255222,Kizota,Missing,1010,Processing and preserving of meat,Meat processing services,88110,2008.0,1904,Dodoma Mjini,Meat and Meat Products,Private,Manufacturing,Dodoma,Central zone,50
Micro,1807,KARUME,TATU ATHUMANI,756337436,Kibaigwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kongwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1808,Missing,TECRA RAYMOND MASSAWE,765429520,Madukani,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1809,UJENZI,TEMESA REGIONAL MANAGER,Missing,Viwandani,262321866,2930,Manufacture of parts and accessories for motor vehicles,Motor vehicle part and accessory manufacturing services,88813,2005.0,Missing,Dodoma Mjini,Assembly,Public,Manufacturing,Dodoma,Central zone,2
Micro,1810,MANARANI,TEODESIA SEVERIN,785499359,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2012.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Medium,1811,KIZOTA INDUSTRIAL AREA,THE AGRO PROCESS AFRICA LTD,684221345,Kizota,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,2052,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,50
Small,1812,WESTERN INDUSTRIAL AREA,THE AGRO PROCESSING AFRICA LTD,788451098,Kizota,788451098,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2010.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,1813,CHIMULI[AREA D],THE ANTHONYS COMPANY,764600779,Makole,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2013.0,2566,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,2
Small,1814,BWAWANI,THE HOPE ART DESEIGNER,Missing,Kondoa Mjini,Missing,1399,Manufacture of other textiles n.e.c.,Other textile manufacturing services n.e.c.,88219,2008.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,10
Micro,1815,MAJENGO,THOMAS BRUNO KAULULE,787481650,Mpwapwa Mjini,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2000.0,2,Mpwapwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1816,KINANGALI,THOMAS HEZRON,686664684,Zoissa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,57,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1817,SONGAMBELE,THOMAS JONAS SAJIRO,788482077,Luhundwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2000.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,1818,SOKOINE,THREE SISTER OIL MILL CO LTD,Missing,Chamwino,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Small,1819,ARAE A /SOKOINE,THREE SISTERS OIL MILL,756311446,Chamwino,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2006.0,1366,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,1820,PANDAMBILI,TIMOSI MSEBWELA RUNGWE,716052570,Chunyu,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,1995.0,12,Mpwapwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1821,MNADANI,TINO EDWARD NYWAGE,714181030,Pandambili,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1822,NAPOCHO,TINO EDWARD NYWAGE,Missing,Pandambili,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1823,MNADANI,TINO EDWARD NYWAGE MILLS,714181030,Pandambili,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1824,MAKOLE,TISA SYLIVESTER MSOSO,762223676,Makole,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,1999.0,1249,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1825,KARUME,TITO NGOLO,Missing,Hombolo,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2013.0,1249,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1826,NYERERE B,TITO SHADRACK SHANA,Missing,Kibaigwa,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,1999.0,102,Kongwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,1827,Missing,TOP IN CITY,717524828,Kizota,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,1828,VETENARY,TRAYNES MILLING MACHINE,Missing,Mlali,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2003.0,37,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,1829,Missing,TRIPLE I GENERAL SUPPLIES,Missing,Tambukareli,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2013.0,Missing,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,20
Micro,1830,MIYUJI MIPANGO,TUMAINI JEMA MILLING INDUSTRY,765244243,Miyuji,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,1056,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,1831,MIYUJI MIPANGO,TUMAINI JEMA MILLIWE INDUSTRY,765244243,Miyuji,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2013.0,1036,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
